ticker,timestamp,date,time,div_type,direction,osc_value,entry,stop,risk,conf_bar,target,exit,exit_reason,pnl_pts,pnl_r
SPY,2024-07-24 12:10:00,2024-07-24,12:10,bull,long,-108.4,544.66,543.89,0.77,65746,546.2,543.89,stop,-0.77,-1.0
SPY,2024-07-30 13:00:00,2024-07-30,13:00,bull,long,-106.22,539.8,538.79,1.01,65911,541.82,541.82,target,2.02,2.0
QQQ,2024-07-30 13:00:00,2024-07-30,13:00,bull,long,-121.26,455.52,454.37,1.15,50973,457.82,457.82,target,2.3,2.0
SPY,2024-08-01 13:20:00,2024-08-01,13:20,bull,long,-106.07,542.3,542.23,0.07,65993,542.44,542.23,stop,-0.07,-1.0
QQQ,2024-08-15 12:30:00,2024-08-15,12:30,bear,short,103.92,473.63,473.99,0.36,51450,472.91,472.91,target,0.72,2.0
QQQ,2024-09-11 15:30:00,2024-09-11,15:30,bear,short,102.66,466.87,467.12,0.25,52188,466.37,467.12,stop,-0.25,-1.0
QQQ,2024-10-01 11:20:00,2024-10-01,11:20,bull,long,-141.81,479.22,477.4,1.81,52723,482.84,482.84,target,3.62,2.0
IWM,2024-10-11 11:40:00,2024-10-11,11:40,bear,short,123.23,220.62,220.77,0.15,64092,220.32,220.77,stop,-0.15,-1.0
QQQ,2024-10-31 11:00:00,2024-10-31,11:00,bull,long,-102.59,485.97,485.32,0.65,53601,487.27,485.32,stop,-0.65,-1.0
QQQ,2024-11-07 11:00:00,2024-11-07,11:00,bear,short,109.35,511.57,512.23,0.66,53801,510.25,512.23,stop,-0.66,-1.0
QQQ,2024-11-07 12:00:00,2024-11-07,12:00,bear,short,100.67,512.24,512.99,0.75,53807,510.74,512.99,stop,-0.75,-1.0
QQQ,2024-11-15 12:10:00,2024-11-15,12:10,bull,long,-109.94,496.7,496.14,0.56,54048,497.82,496.14,stop,-0.56,-1.0
QQQ,2024-12-02 11:50:00,2024-12-02,11:50,bear,short,101.67,515.53,515.69,0.16,54429,515.21,515.69,stop,-0.16,-1.0
SPY,2024-12-11 11:40:00,2024-12-11,11:40,bear,short,116.53,607.75,607.79,0.04,69646,607.67,607.79,stop,-0.04,-1.0
QQQ,2024-12-11 11:40:00,2024-12-11,11:40,bear,short,130.7,529.07,529.35,0.28,54708,528.51,529.35,stop,-0.28,-1.0
SPY,2024-12-18 09:40:00,2024-12-18,09:40,hidden_bull,long,-115.35,604.08,603.47,0.61,69834,605.3,605.3,target,1.22,2.0
IWM,2025-02-20 11:00:00,2025-02-20,11:00,bull,long,-130.06,223.45,223.05,0.4,67574,224.25,223.05,stop,-0.4,-1.0
IWM,2025-02-21 13:10:00,2025-02-21,13:10,bull,long,-129.63,219.21,218.95,0.26,67627,219.73,218.95,stop,-0.26,-1.0
SPY,2025-02-21 13:10:00,2025-02-21,13:10,bull,long,-129.86,602.85,602.72,0.13,71518,603.11,602.72,stop,-0.13,-1.0
QQQ,2025-02-21 14:30:00,2025-02-21,14:30,bull,long,-114.03,526.16,525.86,0.29,56588,526.74,526.74,target,0.58,2.0
SPY,2025-02-21 14:40:00,2025-02-21,14:40,bull,long,-126.0,599.94,599.62,0.32,71527,600.58,600.58,target,0.64,2.0
IWM,2025-02-21 14:50:00,2025-02-21,14:50,bull,long,-108.39,217.95,217.48,0.47,67637,218.89,217.48,stop,-0.47,-1.0
IWM,2025-03-04 10:20:00,2025-03-04,10:20,bull,long,-103.98,204.29,203.6,0.69,67890,205.67,203.6,stop,-0.69,-1.0
SPY,2025-03-04 10:20:00,2025-03-04,10:20,bull,long,-115.72,574.51,572.39,2.12,71781,578.75,572.39,stop,-2.12,-1.0
QQQ,2025-03-26 12:20:00,2025-03-26,12:20,bull,long,-108.14,486.74,485.86,0.88,57495,488.5,485.86,stop,-0.88,-1.0
QQQ,2025-04-22 11:20:00,2025-04-22,11:20,bear,short,113.56,443.65,444.4,0.75,58209,442.15,442.15,target,1.5,2.0
QQQ,2025-05-13 11:40:00,2025-05-13,11:40,bear,short,119.17,515.89,516.28,0.39,58811,515.11,516.28,stop,-0.39,-1.0
SPY,2025-05-19 10:20:00,2025-05-19,10:20,hidden_bear,short,123.34,592.25,593.3,1.05,73901,590.15,593.3,stop,-1.05,-1.0
QQQ,2025-05-19 10:20:00,2025-05-19,10:20,hidden_bear,short,124.81,519.17,520.56,1.39,58963,516.39,520.56,stop,-1.39,-1.0
QQQ,2025-07-03 11:50:00,2025-07-03,11:50,bear,short,114.64,556.78,557.2,0.42,60212,555.94,555.94,target,0.84,2.0
QQQ,2025-07-31 09:50:00,2025-07-31,09:50,hidden_bull,long,-101.75,572.66,571.2,1.46,60943,575.58,571.2,stop,-1.46,-1.0
SPY,2025-07-31 14:20:00,2025-07-31,14:20,bull,long,-108.11,634.21,631.43,2.78,75908,639.77,631.43,stop,-2.78,-1.0
IWM,2025-09-08 10:20:00,2025-09-08,10:20,hidden_bull,long,-107.83,236.87,236.39,0.48,73033,237.83,237.83,target,0.96,2.0
IWM,2025-09-17 11:20:00,2025-09-17,11:20,bear,short,106.29,240.41,241.1,0.69,73319,239.03,241.1,stop,-0.69,-1.0
QQQ,2025-09-22 12:40:00,2025-09-22,12:40,bear,short,107.89,601.73,601.91,0.18,62400,601.37,601.91,stop,-0.18,-1.0
SPY,2025-09-22 13:00:00,2025-09-22,13:00,bear,short,122.04,666.34,666.5,0.15,77340,666.04,666.5,stop,-0.16,-1.067
SPY,2025-10-10 13:10:00,2025-10-10,13:10,bull,long,-102.78,658.66,657.84,0.82,77901,660.3,660.3,target,1.64,2.0
QQQ,2025-10-10 13:10:00,2025-10-10,13:10,bull,long,-111.27,595.47,594.33,1.14,62963,597.75,597.75,target,2.28,2.0
IWM,2025-10-14 15:20:00,2025-10-14,15:20,bear,short,112.23,249.34,249.41,0.07,74103,249.2,249.2,target,0.14,2.0
IWM,2025-10-16 10:10:00,2025-10-16,10:10,hidden_bull,long,-105.95,249.28,248.95,0.33,74152,249.94,248.95,stop,-0.33,-1.0
IWM,2025-10-16 14:30:00,2025-10-16,14:30,bull,long,-101.16,244.81,244.28,0.53,74178,245.87,244.28,stop,-0.53,-1.0
SPY,2025-11-06 12:00:00,2025-11-06,12:00,bull,long,-108.98,670.46,669.01,1.45,78654,673.36,669.01,stop,-1.45,-1.0
SPY,2026-01-12 10:00:00,2026-01-12,10:00,hidden_bear,short,115.43,693.22,693.9,0.68,80368,691.86,693.9,stop,-0.68,-1.0
SPY,2026-01-12 11:20:00,2026-01-12,11:20,bear,short,101.61,694.23,694.68,0.45,80376,693.33,694.68,stop,-0.45,-1.0
SPY,2026-04-14 10:30:00,2026-04-14,10:30,bear,short,110.99,690.82,691.03,0.21,82891,690.4,691.03,stop,-0.21,-1.0
