ticker,timeframe_min,date,time,div_type,expected_dir,spo_value,entry_price,price_level,move_5b,move_5b_pct,mfe_5b,mae_5b,n_bars_5b,move_15b,move_15b_pct,mfe_15b,mae_15b,n_bars_15b,move_30b,move_30b_pct,mfe_30b,mae_30b,n_bars_30b,move_eod,move_eod_pct,mfe_eod,mae_eod,n_bars_eod
SPY,3,2026-01-12,09:42,hidden_bear,down,140.72,692.7499,693.095,-0.8801,-0.127,0.2099,1.1501,5,-0.8201,-0.1184,0.2099,1.1501,15,-1.7301,-0.2497,0.2099,1.7301,30,-2.4301,-0.3508,0.2099,3.3401,126
SPY,3,2026-01-12,09:57,bear,down,137.91,693.63,693.78,0.3101,0.0447,0.63,0.16,5,0.235,0.0339,0.67,0.18,15,-0.6,-0.0865,0.67,1.05,30,-1.55,-0.2235,0.67,2.46,121
SPY,5,2026-01-12,10:00,hidden_bear,down,129.4,693.33,693.9,-0.24,-0.0346,0.33,0.48,5,-1.23,-0.1774,0.37,1.35,15,-1.05,-0.1514,0.37,1.53,30,-1.87,-0.2697,0.37,2.76,72
SPY,10,2026-01-12,10:00,hidden_bear,down,115.43,693.22,693.9,-0.69,-0.0995,0.26,0.84,5,-0.9511,-0.1372,0.26,1.64,15,-2.62,-0.3779,0.26,2.87,30,-1.98,-0.2856,0.26,2.87,36
SPY,10,2026-01-12,11:20,bear,down,101.61,694.23,694.68,-0.11,-0.0158,0.16,0.63,5,-0.985,-0.1419,0.16,1.16,15,-0.97,-0.1397,0.16,1.86,28,-0.97,-0.1397,0.16,1.86,28
SPY,3,2026-01-22,15:36,bull,up,-102.14,687.955,687.67,0.875,0.1272,0.955,0.27,5,0.865,0.1257,1.215,0.27,8,0.865,0.1257,1.215,0.27,8,0.865,0.1257,1.215,0.27,8
SPY,5,2026-01-26,10:25,bear,down,118.96,692.55,693.4,-0.6,-0.0866,0.32,0.7888,5,-0.375,-0.0541,0.32,0.81,15,-0.69,-0.0996,0.32,1.1599,30,-0.07,-0.0101,0.32,1.58,67
SPY,3,2026-01-29,10:12,hidden_bear,down,-118.92,689.17,690.88,0.2,0.029,0.31,1.62,5,3.12,0.4527,3.9765,1.62,15,0.7,0.1016,4.34,1.62,30,-4.93,-0.7154,4.34,5.62,116
SPY,3,2026-01-29,10:45,bull,up,-119.26,687.19,686.3,-1.57,-0.2285,0.1,1.9965,5,1.11,0.1615,1.465,2.36,15,3.3,0.4802,3.71,2.36,30,6.91,1.0055,7.6,2.36,105
SPY,5,2026-01-29,10:45,bull,up,-138.4,686.53,686.3,1.07,0.1559,1.11,1.7,5,2.99,0.4355,3.29,1.7,15,4.0,0.5826,5.145,1.7,30,7.67,1.1172,8.26,1.7,63
SPY,3,2026-02-02,09:45,hidden_bear,down,100.25,692.495,692.73,-0.715,-0.1032,0.395,1.345,5,-2.48,-0.3581,0.395,3.175,15,-2.545,-0.3675,0.395,3.255,30,-2.785,-0.4022,0.395,4.435,125
SPY,3,2026-02-02,10:18,bear,down,112.36,695.26,695.205,0.0601,0.0086,0.8001,0.17,5,1.15,0.1654,1.31,0.49,15,0.45,0.0647,1.34,0.49,30,-0.02,-0.0029,1.34,1.67,114
SPY,3,2026-04-14,09:45,bear,down,111.35,689.53,689.965,-0.25,-0.0363,0.15,0.33,5,-1.39,-0.2016,0.15,1.52,15,-1.79,-0.2596,0.15,2.1499,30,-4.57,-0.6628,0.15,5.05,125
SPY,10,2026-04-14,10:30,bear,down,110.99,690.82,691.03,-1.43,-0.207,0.21,1.65,5,-2.325,-0.3366,0.21,2.9,15,-3.5,-0.5066,0.21,3.76,30,-3.07,-0.4444,0.21,3.76,33
SPY,5,2026-04-14,10:55,bear,down,100.04,691.5399,691.6799,-0.3801,-0.055,0.6399,0.5001,5,-1.4801,-0.214,0.6399,1.7601,15,-2.2001,-0.3181,0.6399,2.5201,30,-2.3401,-0.3384,0.6399,3.0401,61
